id,biller,description,amount,purchaseDate,dueDate,paid,paidDate,frequency
1749932103880.4563,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-03-01",false,null,"lifetime"
1749932103880.037,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-04-01",false,null,"lifetime"
1749932103880.0422,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-05-01",false,null,"lifetime"
1749932103880.0625,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-06-01",false,null,"lifetime"
1749932103880.4038,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-07-01",false,null,"lifetime"
1749932103880.4573,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-08-01",false,null,"lifetime"
1749932103880.177,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-09-01",false,null,"lifetime"
1749932103880.6714,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-10-01",false,null,"lifetime"
1749932103880.1765,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-11-01",false,null,"lifetime"
1749932103880.7288,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0009-12-01",false,null,"lifetime"
1749932103880.6033,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0010-01-01",false,null,"lifetime"
1749932103880.3938,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0010-02-01",false,null,"lifetime"
1749932103880.7715,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0010-03-01",false,null,"lifetime"
1749932103880.035,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0010-04-01",false,null,"lifetime"
1749932103880.905,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0010-05-01",false,null,"lifetime"
1749932103880.1187,"PLDT","Tariao and Daitol's Home (Lifetime)",1399,"2025-07-02","0010-06-01",false,null,"lifetime"
1749932158327.229,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2025-07-02",false,null,"lifetime"
1749932158327.0928,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2025-08-02",false,null,"lifetime"
1749932158327.1104,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2025-09-02",false,null,"lifetime"
1749932158327.8997,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2025-10-02",false,null,"lifetime"
1749932158327.0466,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2025-11-02",false,null,"lifetime"
1749932158327.5452,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2025-12-02",false,null,"lifetime"
1749932158327.129,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-01-02",false,null,"lifetime"
1749932158327.039,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-02-02",false,null,"lifetime"
1749932158327.5293,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-03-02",false,null,"lifetime"
1749932158327.8225,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-04-02",false,null,"lifetime"
1749932158327.3982,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-05-02",false,null,"lifetime"
1749932158327.5469,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-06-02",false,null,"lifetime"
1749932158327.1714,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-07-02",false,null,"lifetime"
1749932158327.2542,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-08-02",false,null,"lifetime"
1749932158327.5806,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-09-02",false,null,"lifetime"
1749932158327.558,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-10-02",false,null,"lifetime"
1749932158327.102,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-11-02",false,null,"lifetime"
1749932158327.1755,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2026-12-02",false,null,"lifetime"
1749932158327.7986,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-01-02",false,null,"lifetime"
1749932158327.677,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-02-02",false,null,"lifetime"
1749932158327.795,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-03-02",false,null,"lifetime"
1749932158327.7168,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-04-02",false,null,"lifetime"
1749932158327.495,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-05-02",false,null,"lifetime"
1749932158327.6047,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-06-02",false,null,"lifetime"
1749932158327.454,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-07-02",false,null,"lifetime"
1749932158327.6272,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-08-02",false,null,"lifetime"
1749932158327.4626,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-09-02",false,null,"lifetime"
1749932158327.827,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-10-02",false,null,"lifetime"
1749932158327.7332,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-11-02",false,null,"lifetime"
1749932158327.9297,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2027-12-02",false,null,"lifetime"
1749932158327.0505,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-01-02",false,null,"lifetime"
1749932158327.8657,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-02-02",false,null,"lifetime"
1749932158327.3584,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-03-02",false,null,"lifetime"
1749932158327.1367,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-04-02",false,null,"lifetime"
1749932158327.1377,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-05-02",false,null,"lifetime"
1749932158327.604,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-06-02",false,null,"lifetime"
1749932158328.3564,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-07-02",false,null,"lifetime"
1749932158328.0095,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-08-02",false,null,"lifetime"
1749932158328.9475,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-09-02",false,null,"lifetime"
1749932158328.969,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-10-02",false,null,"lifetime"
1749932158328.8162,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-11-02",false,null,"lifetime"
1749932158328.5315,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2028-12-02",false,null,"lifetime"
1749932158328.2576,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-01-02",false,null,"lifetime"
1749932158328.428,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-02-02",false,null,"lifetime"
1749932158328.0383,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-03-02",false,null,"lifetime"
1749932158328.6934,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-04-02",false,null,"lifetime"
1749932158328.5977,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-05-02",false,null,"lifetime"
1749932158328.3042,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-06-02",false,null,"lifetime"
1749932158328.0845,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-07-02",false,null,"lifetime"
1749932158328.1685,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-08-02",false,null,"lifetime"
1749932158328.931,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-09-02",false,null,"lifetime"
1749932158328.162,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-10-02",false,null,"lifetime"
1749932158328.1653,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-11-02",false,null,"lifetime"
1749932158328.3933,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2029-12-02",false,null,"lifetime"
1749932158328.0518,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2030-01-02",false,null,"lifetime"
1749932158328.6821,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2030-02-02",false,null,"lifetime"
1749932158328.6255,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2030-03-02",false,null,"lifetime"
1749932158328.21,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2030-04-02",false,null,"lifetime"
1749932158328.5244,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2030-05-02",false,null,"lifetime"
1749932158328.8677,"PLDT","Daitol's Home (Lifetime)",1388,"2025-07-02","2030-06-02",false,null,"lifetime"
1749932259351.6672,"Seabank","LOAN (1/5)",392.334,"2025-07-04","2025-07-04",false,null,"recurring"
1749932259351.809,"Seabank","LOAN (2/5)",392.334,"2025-07-04","2025-08-04",false,null,"recurring"
1749932259351.4817,"Seabank","LOAN (3/5)",392.334,"2025-07-04","2025-09-04",false,null,"recurring"
1749932259351.8423,"Seabank","LOAN (4/5)",392.334,"2025-07-04","2025-10-04",false,null,"recurring"
1749932259351.099,"Seabank","LOAN (5/5)",392.334,"2025-07-04","2025-11-04",false,null,"recurring"
1749932360223.817,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2025-07-16",false,null,"lifetime"
1749932360223.977,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2025-08-16",false,null,"lifetime"
1749932360223.419,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2025-09-16",false,null,"lifetime"
1749932360223.1064,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2025-10-16",false,null,"lifetime"
1749932360223.999,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2025-11-16",false,null,"lifetime"
1749932360223.3762,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2025-12-16",false,null,"lifetime"
1749932360223.6758,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-01-16",false,null,"lifetime"
1749932360223.8474,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-02-16",false,null,"lifetime"
1749932360223.6133,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-03-16",false,null,"lifetime"
1749932360223.0576,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-04-16",false,null,"lifetime"
1749932360223.8198,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-05-16",false,null,"lifetime"
1749932360223.3335,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-06-16",false,null,"lifetime"
1749932360223.4583,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-07-16",false,null,"lifetime"
1749932360223.417,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-08-16",false,null,"lifetime"
1749932360223.991,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-09-16",false,null,"lifetime"
1749932360223.1064,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-10-16",false,null,"lifetime"
1749932360223.0515,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-11-16",false,null,"lifetime"
1749932360223.7883,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2026-12-16",false,null,"lifetime"
1749932360223.0173,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-01-16",false,null,"lifetime"
1749932360223.6687,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-02-16",false,null,"lifetime"
1749932360223.8875,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-03-16",false,null,"lifetime"
1749932360223.3105,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-04-16",false,null,"lifetime"
1749932360223.7153,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-05-16",false,null,"lifetime"
1749932360223.9668,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-06-16",false,null,"lifetime"
1749932360223.2344,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-07-16",false,null,"lifetime"
1749932360223.8936,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-08-16",false,null,"lifetime"
1749932360223.53,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-09-16",false,null,"lifetime"
1749932360223.6753,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-10-16",false,null,"lifetime"
1749932360223.8386,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-11-16",false,null,"lifetime"
1749932360223.8188,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2027-12-16",false,null,"lifetime"
1749932360223.4944,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-01-16",false,null,"lifetime"
1749932360223.5588,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-02-16",false,null,"lifetime"
1749932360223.3525,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-03-16",false,null,"lifetime"
1749932360223.0095,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-04-16",false,null,"lifetime"
1749932360223.441,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-05-16",false,null,"lifetime"
1749932360223.8743,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-06-16",false,null,"lifetime"
1749932360223.2427,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-07-16",false,null,"lifetime"
1749932360223.5466,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-08-16",false,null,"lifetime"
1749932360223.2498,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-09-16",false,null,"lifetime"
1749932360223.5444,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-10-16",false,null,"lifetime"
1749932360223.5857,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-11-16",false,null,"lifetime"
1749932360223.5825,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2028-12-16",false,null,"lifetime"
1749932360223.2695,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-01-16",false,null,"lifetime"
1749932360223.8728,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-02-16",false,null,"lifetime"
1749932360223.7373,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-03-16",false,null,"lifetime"
1749932360223.9692,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-04-16",false,null,"lifetime"
1749932360223.8013,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-05-16",false,null,"lifetime"
1749932360223.4287,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-06-16",false,null,"lifetime"
1749932360223.4128,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-07-16",false,null,"lifetime"
1749932360223.6824,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-08-16",false,null,"lifetime"
1749932360223.3518,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-09-16",false,null,"lifetime"
1749932360223.4734,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-10-16",false,null,"lifetime"
1749932360223.4546,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-11-16",false,null,"lifetime"
1749932360223.4514,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2029-12-16",false,null,"lifetime"
1749932360223.7998,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2030-01-16",false,null,"lifetime"
1749932360223.6858,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2030-02-16",false,null,"lifetime"
1749932360223.6238,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2030-03-16",false,null,"lifetime"
1749932360223.8708,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2030-04-16",false,null,"lifetime"
1749932360223.7075,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2030-05-16",false,null,"lifetime"
1749932360223.4932,"VECO","Miñoza's Home (Lifetime)",1000,"2025-07-16","2030-06-16",false,null,"lifetime"
1749932405855.879,"GCash Loan","1 More payment and I'm done with it.",735,"2025-07-04","2025-07-04",false,null,"one-time"
1749932448552.5437,"Spaylater","N/A",9000,"2025-07-03","2025-07-03",false,null,"one-time"
1749932501615.5823,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2025-07-15",false,null,"lifetime"
1749932501615.1,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2025-08-15",false,null,"lifetime"
1749932501615.949,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2025-09-15",false,null,"lifetime"
1749932501615.842,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2025-10-15",false,null,"lifetime"
1749932501615.386,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2025-11-15",false,null,"lifetime"
1749932501615.0476,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2025-12-15",false,null,"lifetime"
1749932501615.438,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-01-15",false,null,"lifetime"
1749932501615.0684,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-02-15",false,null,"lifetime"
1749932501615.66,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-03-15",false,null,"lifetime"
1749932501615.35,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-04-15",false,null,"lifetime"
1749932501615.2188,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-05-15",false,null,"lifetime"
1749932501615.0085,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-06-15",false,null,"lifetime"
1749932501615.7935,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-07-15",false,null,"lifetime"
1749932501615.3992,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-08-15",false,null,"lifetime"
1749932501615.7815,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-09-15",false,null,"lifetime"
1749932501615.8503,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-10-15",false,null,"lifetime"
1749932501615.2107,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-11-15",false,null,"lifetime"
1749932501615.6206,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2026-12-15",false,null,"lifetime"
1749932501615.682,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-01-15",false,null,"lifetime"
1749932501615.4207,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-02-15",false,null,"lifetime"
1749932501615.639,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-03-15",false,null,"lifetime"
1749932501615.2317,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-04-15",false,null,"lifetime"
1749932501615.1047,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-05-15",false,null,"lifetime"
1749932501615.3372,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-06-15",false,null,"lifetime"
1749932501615.59,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-07-15",false,null,"lifetime"
1749932501615.6394,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-08-15",false,null,"lifetime"
1749932501615.5015,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-09-15",false,null,"lifetime"
1749932501615.5002,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-10-15",false,null,"lifetime"
1749932501615.986,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-11-15",false,null,"lifetime"
1749932501615.9265,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2027-12-15",false,null,"lifetime"
1749932501615.0059,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-01-15",false,null,"lifetime"
1749932501615.049,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-02-15",false,null,"lifetime"
1749932501615.886,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-03-15",false,null,"lifetime"
1749932501615.7205,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-04-15",false,null,"lifetime"
1749932501615.3413,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-05-15",false,null,"lifetime"
1749932501615.2136,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-06-15",false,null,"lifetime"
1749932501615.38,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-07-15",false,null,"lifetime"
1749932501615.1775,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-08-15",false,null,"lifetime"
1749932501615.7878,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-09-15",false,null,"lifetime"
1749932501615.3667,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-10-15",false,null,"lifetime"
1749932501615.212,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-11-15",false,null,"lifetime"
1749932501615.6748,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2028-12-15",false,null,"lifetime"
1749932501615.9583,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-01-15",false,null,"lifetime"
1749932501615.1172,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-02-15",false,null,"lifetime"
1749932501615.9326,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-03-15",false,null,"lifetime"
1749932501615.0842,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-04-15",false,null,"lifetime"
1749932501615.5493,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-05-15",false,null,"lifetime"
1749932501615.5378,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-06-15",false,null,"lifetime"
1749932501615.7026,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-07-15",false,null,"lifetime"
1749932501615.5806,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-08-15",false,null,"lifetime"
1749932501615.836,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-09-15",false,null,"lifetime"
1749932501615.1692,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-10-15",false,null,"lifetime"
1749932501615.733,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-11-15",false,null,"lifetime"
1749932501615.52,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2029-12-15",false,null,"lifetime"
1749932501615.8306,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2030-01-15",false,null,"lifetime"
1749932501615.3262,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2030-02-15",false,null,"lifetime"
1749932501615.3398,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2030-03-15",false,null,"lifetime"
1749932501615.786,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2030-04-15",false,null,"lifetime"
1749932501615.852,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2030-05-15",false,null,"lifetime"
1749932501615.5615,"Mama Rechel","Monthly for our electricity (Lifetime)",2000,"2025-07-15","2030-06-15",false,null,"lifetime"
1749932567199.813,"Other","Para ayuhon ang atop",3000,"2025-06-08","2025-06-08",true,"2025-06-14T20:22:51.975Z","one-time"
1749932616887.0508,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2025-07-01",false,null,"lifetime"
1749932616887.3833,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2025-08-01",false,null,"lifetime"
1749932616887.138,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2025-09-01",false,null,"lifetime"
1749932616887.273,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2025-10-01",false,null,"lifetime"
1749932616887.5554,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2025-11-01",false,null,"lifetime"
1749932616887.934,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2025-12-01",false,null,"lifetime"
1749932616887.7698,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-01-01",false,null,"lifetime"
1749932616887.4841,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-02-01",false,null,"lifetime"
1749932616887.4746,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-03-01",false,null,"lifetime"
1749932616887.2163,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-04-01",false,null,"lifetime"
1749932616887.7957,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-05-01",false,null,"lifetime"
1749932616887.6418,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-06-01",false,null,"lifetime"
1749932616887.4321,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-07-01",false,null,"lifetime"
1749932616887.8147,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-08-01",false,null,"lifetime"
1749932616887.097,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-09-01",false,null,"lifetime"
1749932616887.5796,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-10-01",false,null,"lifetime"
1749932616887.7788,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-11-01",false,null,"lifetime"
1749932616887.1172,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2026-12-01",false,null,"lifetime"
1749932616887.2676,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-01-01",false,null,"lifetime"
1749932616887.3555,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-02-01",false,null,"lifetime"
1749932616887.206,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-03-01",false,null,"lifetime"
1749932616887.2366,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-04-01",false,null,"lifetime"
1749932616887.3584,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-05-01",false,null,"lifetime"
1749932616887.2192,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-06-01",false,null,"lifetime"
1749932616887.416,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-07-01",false,null,"lifetime"
1749932616887.2693,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-08-01",false,null,"lifetime"
1749932616887.4417,"Other","Groceries ni Lola (Lifetime)",1000,"2025-07-01","2027-09-01",false,null,"lifetime"
